Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,FrameType,TimeInSeconds,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,MsPCLatency,CPUStartTime,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsAllInputToPhotonLatency,MsClickToPhotonLatency,InstrumentedLatency,GPUPower,GPUVoltage,GPUFrequency,GPUTemperature,GPUUtilization,3D/ComputeUtilization,MediaUtilization,GPUMemoryPower,GPUMemoryVoltage,GPUMemoryFrequency,GPUMemoryEffectiveFrequency,GPUMemoryTemperature,GPUMemorySize,GPUMemorySizeUsed,GPUMemoryMaxBandwidth,GPUMemoryReadBandwidth,GPUMemoryWriteBandwidth,GPUFanSpeed[0],GPUFanSpeed[1],GPUFanSpeed[2],GPUFanSpeed[3],GPUPowerLimited,GPUTemperatureLimited,GPUCurrentLimited,GPUVoltageLimited,GPUUtilizationLimited,GPUMemoryPowerLimited,GPUMemoryTemperatureLimited,GPUMemoryCurrentLimited,GPUMemoryVoltageLimited,GPUMemoryUtilizationLimited,CPUUtilization,CPUPower,CPUTemperature,CPUFrequency
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.309,NA,5.6141,0.0000,0.9290,4.5056,4.5056,NA,9.31,4.0656,3.1366,0.9290,3.4231,4.2191,4.2047,0.0144,-1844674407370936.0000,540108.0095,NA,NA,NA,59.0250,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.313,NA,3.7199,20.4680,0.9128,4.8374,NA,NA,9.314,3.7037,2.7909,0.9128,3.5766,4.0517,4.0517,0.0000,NA,NA,NA,NA,NA,59.0250,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.316,NA,3.4275,0.0000,1.3343,4.6439,4.6439,NA,9.318,3.8490,2.5147,1.3343,3.9246,3.2340,3.2225,0.0115,-1844674407370938.5000,540115.7788,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.32,NA,4.1308,20.2801,1.0582,3.9986,20.7932,NA,9.322,3.8547,2.7965,1.0582,3.3096,3.4855,3.4741,0.0114,-16.4311,540119.6278,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.325,NA,4.2344,6.9614,0.9797,6.0254,NA,NA,9.326,4.1559,3.1762,0.9797,2.9404,6.2612,6.2612,0.0000,NA,NA,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.329,NA,4.6189,0.0000,1.3361,6.4449,6.4449,NA,9.33,4.9753,3.6392,1.3361,5.0457,5.0384,5.0176,0.0208,-1844674407370938.7500,540127.6384,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.334,NA,4.2410,19.4699,2.1724,7.6227,NA,NA,9.335,5.0773,2.9049,2.1724,5.1088,5.4188,5.4019,0.0169,NA,NA,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.339,NA,5.8718,0.0000,1.7072,5.5374,5.5374,NA,9.34,5.4066,3.6994,1.7072,5.4503,3.7865,3.7865,0.0000,-1844674407370940.0000,540137.6910,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.343,NA,3.9751,17.1371,1.5047,4.8830,NA,NA,9.345,3.7726,2.2679,1.5047,3.8302,3.3207,3.3126,0.0081,NA,NA,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.347,NA,3.9474,0.0000,0.9353,4.8532,4.8532,NA,9.349,3.3780,2.4427,0.9353,3.3783,3.9176,3.9176,0.0000,-1844674407370941.5000,540146.8702,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.35,NA,3.1622,16.7285,1.6019,4.8037,18.4195,NA,9.353,3.8288,2.2269,1.6019,3.9179,3.1127,3.1055,0.0072,-13.3505,540150.2482,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.355,NA,4.5207,7.0707,1.3604,3.9317,NA,NA,9.356,4.2792,2.9188,1.3604,3.2018,3.6487,3.6404,0.0083,NA,NA,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.36,NA,4.8474,0.0000,0.8028,5.7034,5.7034,NA,9.361,4.2898,3.4870,0.8028,2.5713,6.6191,6.6151,0.0040,-1844674407370940.5000,540158.3562,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.363,NA,2.9760,17.2852,2.6145,5.9403,20.0126,NA,9.365,4.7877,2.1732,2.6145,4.9006,3.2129,3.2129,0.0000,-12.9954,540162.6460,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.369,NA,5.7254,7.1111,0.8725,6.2785,NA,NA,9.37,3.9834,3.1109,0.8725,3.3258,6.0636,6.0636,0.0000,NA,NA,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.372,NA,3.5766,0.0000,2.6463,6.4632,6.4632,NA,9.374,5.3504,2.7041,2.6463,5.4060,3.7613,3.7563,0.0050,-1844674407370940.0000,540171.4171,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.378,NA,5.6386,18.2648,1.0801,4.4613,NA,NA,9.379,4.0724,2.9923,1.0801,3.8169,3.6367,3.6283,0.0084,NA,NA,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.382,NA,3.8915,0.0000,0.8444,4.2927,4.2927,NA,9.383,3.6558,2.8114,0.8444,3.3812,3.7229,3.7229,0.0000,-1844674407370940.2500,540180.8399,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.386,NA,4.1094,17.7759,0.7954,4.2845,17.9592,NA,9.387,4.0604,3.2650,0.7954,3.4483,4.1012,4.0935,0.0077,-14.1201,540184.4957,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.389,NA,3.6217,7.0352,0.9603,5.0167,NA,NA,9.391,3.7866,2.8263,0.9603,3.4891,4.3539,4.3396,0.0143,NA,NA,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.394,NA,4.1694,0.0000,0.8802,4.6853,4.6853,NA,9.395,4.0893,3.2091,0.8802,4.0564,3.8380,3.8334,0.0046,-1844674407370938.7500,540192.3427,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.397,NA,3.3091,19.4041,1.5513,6.7667,NA,NA,9.399,3.9802,2.4289,1.5513,3.8051,5.3905,5.3762,0.0143,NA,NA,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.401,NA,4.4553,0.0000,2.2068,6.2670,6.2670,NA,9.403,5.1108,2.9040,2.2068,5.2154,3.9556,3.9556,0.0000,-1844674407370941.0000,540200.4122,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.406,NA,4.9267,16.9900,1.2014,4.5866,18.3303,NA,9.408,3.9213,2.7199,1.2014,4.0602,3.2463,3.2269,0.0194,-11.8792,540205.5230,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.41,NA,3.7639,7.0583,1.0555,6.1847,NA,NA,9.412,3.6180,2.5625,1.0555,3.3852,5.3620,5.3620,0.0000,NA,NA,NA,NA,NA,59.6790,NA,1665.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.414,NA,3.8457,0.0000,2.2595,5.2938,5.2938,NA,9.415,5.0497,2.7902,2.2595,5.1292,2.9548,2.8135,0.1413,-1844674407370939.0000,540213.0623,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.419,NA,5.4230,19.3051,0.9533,4.7076,19.1759,NA,9.42,4.1168,3.1635,0.9533,3.0343,4.8368,4.8286,0.0082,-14.2554,540218.1120,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.422,NA,3.0452,7.0050,1.5723,6.7562,23.1357,NA,9.424,3.6642,2.0919,1.5723,3.7543,5.0938,5.0793,0.0145,-2.8882,540222.2288,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.427,NA,4.7208,6.8275,1.9092,5.3103,NA,NA,9.428,5.0577,3.1485,1.9092,5.1839,3.2749,3.1376,0.1373,NA,NA,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.432,NA,5.1977,0.0000,1.0042,6.6197,6.6197,NA,9.433,4.2927,3.2885,1.0042,3.4011,6.5071,6.5071,0.0000,-1844674407370936.7500,540230.9507,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.436,NA,3.6831,20.4954,2.9341,7.2717,NA,NA,9.438,5.6130,2.6789,2.9341,5.6155,4.3351,4.3312,0.0039,NA,NA,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.441,NA,5.2204,0.0000,1.9835,4.4038,4.4038,NA,9.443,4.2698,2.2863,1.9835,4.3376,2.3525,2.2983,0.0542,-1844674407370935.7500,540240.8564,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.446,NA,4.9610,20.6839,0.9230,5.8374,NA,NA,9.447,3.9005,2.9775,0.9230,2.4203,6.3946,6.2797,0.1149,NA,NA,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.449,NA,3.3776,0.0000,2.3965,4.3178,4.3178,NA,9.451,4.8511,2.4546,2.3965,4.9144,1.8580,1.7951,0.0629,-1844674407370938.7500,540249.0267,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.454,NA,4.9738,19.3757,0.8158,4.7876,18.7197,NA,9.456,3.3931,2.5773,0.8158,1.9213,5.4436,5.4386,0.0050,-14.5246,540253.8778,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.458,NA,3.4407,7.0181,1.1582,5.5044,NA,NA,9.46,3.7831,2.6249,1.1582,3.9718,4.1575,4.1575,0.0000,NA,NA,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.462,NA,4.4348,0.0000,1.2104,7.2365,7.2365,NA,9.463,4.4870,3.2766,1.2104,4.3462,6.1669,6.1669,0.0000,-1844674407370941.0000,540261.0540,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.467,NA,4.5291,17.5421,2.5742,5.3256,NA,NA,9.468,5.8929,3.3187,2.5742,6.0261,2.6182,2.3867,0.2315,NA,NA,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.472,NA,5.5002,0.0000,0.8547,5.8239,5.8239,NA,9.474,3.7807,2.9260,0.8547,2.7514,5.9985,5.9985,0.0000,-1844674407370940.5000,540271.4339,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.476,NA,3.2064,15.8555,2.5450,4.7159,18.4730,NA,9.477,4.8967,2.3517,2.5450,4.9692,2.0984,2.0984,0.0000,-12.0748,540275.2146,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.481,NA,5.3404,6.9363,0.9989,5.2518,20.0689,NA,9.482,3.7943,2.7954,0.9989,2.1709,5.8763,5.8763,0.0000,-2.0396,540280.1113,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.484,NA,3.5136,7.0465,1.6554,4.2668,NA,NA,9.486,4.1701,2.5147,1.6554,4.2529,2.5286,2.5286,0.0000,NA,NA,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.489,NA,4.9463,0.0000,0.8900,5.2781,5.2781,NA,9.49,4.1809,3.2909,0.8900,2.6114,5.9576,5.9576,0.0000,-1844674407370937.7500,540288.0757,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.493,NA,3.2232,20.2435,1.9974,7.4397,22.2984,NA,9.495,4.3306,2.3332,1.9974,4.3881,5.3848,5.1948,0.1900,-16.0626,540292.2566,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.498,NA,5.2809,6.9154,2.1005,7.4911,NA,NA,9.499,5.3840,3.2835,2.1005,5.4423,5.3323,5.3323,0.0000,NA,NA,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.502,NA,4.5681,0.0000,2.8024,5.8755,5.8755,NA,9.504,5.2700,2.4676,2.8024,5.3906,2.9525,2.5156,0.4369,-1844674407370936.5000,540301.9712,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.509,NA,6.5197,20.4113,0.7029,4.6774,NA,NA,9.51,4.4202,3.7173,0.7029,3.0731,5.3216,5.3155,0.0061,NA,NA,NA,NA,NA,59.6630,NA,1680.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.512,NA,2.9436,0.0000,1.6629,4.5692,4.5692,NA,9.514,3.9036,2.2407,1.6629,3.9745,2.8354,2.8326,0.0028,-1844674407370938.7500,540311.6614,NA,NA,NA,59.1520,NA,1695.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,9.517,NA,5.0649,19.1021,0.6956,4.4277,18.6064,NA,9.518,4.0976,3.4020,0.6956,2.9063,4.9234,4.7339,0.1895,-15.1985,540315.5650,NA,NA,NA,59.1520,NA,1695.0000,75.0000,93.0000,NA,31.0000,NA,NA,6201.0000,NA,NA,6442450944,2472730624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2046,NA,NA,3637.8853
