Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,FrameType,TimeInSeconds,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,MsPCLatency,CPUStartTime,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsAllInputToPhotonLatency,MsClickToPhotonLatency,InstrumentedLatency,GPUPower,GPUVoltage,GPUFrequency,GPUTemperature,GPUUtilization,3D/ComputeUtilization,MediaUtilization,GPUMemoryPower,GPUMemoryVoltage,GPUMemoryFrequency,GPUMemoryEffectiveFrequency,GPUMemoryTemperature,GPUMemorySize,GPUMemorySizeUsed,GPUMemoryMaxBandwidth,GPUMemoryReadBandwidth,GPUMemoryWriteBandwidth,GPUFanSpeed[0],GPUFanSpeed[1],GPUFanSpeed[2],GPUFanSpeed[3],GPUPowerLimited,GPUTemperatureLimited,GPUCurrentLimited,GPUVoltageLimited,GPUUtilizationLimited,GPUMemoryPowerLimited,GPUMemoryTemperatureLimited,GPUMemoryCurrentLimited,GPUMemoryVoltageLimited,GPUMemoryUtilizationLimited,CPUUtilization,CPUPower,CPUTemperature,CPUFrequency
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1108,NA,5.5362,6.8400,1.4092,5.6944,NA,NA,0.1098,5.6986,4.2894,1.4092,4.4740,5.5098,5.4928,0.0170,NA,NA,NA,NA,NA,52.6110,NA,1680.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2438504448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1163,NA,5.5724,0.0000,1.4310,6.3099,6.3099,NA,0.1155,5.5942,4.1632,1.4310,4.2852,6.1879,5.6871,0.5008,-1844674407370938.0000,832002.0293,NA,NA,NA,52.6110,NA,1680.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2438504448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1226,NA,6.2771,18.4509,1.4737,4.8214,18.4837,NA,0.1211,6.3198,4.8461,1.4737,4.8789,4.7886,4.7738,0.0148,-12.8567,832007.6235,NA,NA,NA,52.6110,NA,1680.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2438504448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.128,NA,5.4228,6.8667,1.4767,5.0412,19.9276,NA,0.1274,5.4258,3.9491,1.4767,3.3477,5.6426,5.4869,0.1557,-0.5469,832013.9433,NA,NA,NA,52.6110,NA,1680.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2438504448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1347,NA,6.6623,6.9498,1.2816,4.9683,20.2151,NA,0.1328,6.4672,5.1856,1.2816,3.5645,6.5894,6.5553,0.0341,-1.5240,832019.3691,NA,NA,NA,52.6110,NA,1680.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2438504448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1402,NA,5.4603,7.0597,1.1312,5.3040,21.8145,NA,0.1393,5.3099,4.1787,1.1312,4.0084,5.4743,5.4581,0.0162,-0.5925,832025.8363,NA,NA,NA,52.6110,NA,1680.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2438504448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1447,NA,4.5412,7.0063,1.5067,5.7593,NA,NA,0.1446,4.9167,3.4100,1.5067,4.1728,4.9965,4.6591,0.3374,NA,NA,NA,NA,NA,52.6110,NA,1680.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2438504448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1497,NA,4.9683,0.0000,1.5734,7.7219,7.7219,NA,0.1495,5.0350,3.4616,1.5734,4.2526,6.9309,6.9013,0.0296,-1844674407370938.7500,832036.0629,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1546,NA,4.9185,18.5427,2.7545,5.2214,21.3461,NA,0.1546,6.0996,3.3451,2.7545,6.1485,2.4180,2.4148,0.0032,-13.5077,832041.0979,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1613,NA,6.7566,6.8704,1.1883,4.6374,21.4599,NA,0.1607,5.1904,4.0021,1.1883,2.4669,6.1726,5.7896,0.3830,-0.7708,832047.1975,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1666,NA,5.2389,6.9453,1.0548,6.4896,23.1663,NA,0.1658,5.1054,4.0506,1.0548,3.8962,6.6440,5.8029,0.8411,-1.7549,832052.3879,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1738,NA,7.2151,6.9467,1.2729,7.2114,22.8979,NA,0.171,7.4332,6.1603,1.2729,5.4348,7.9369,7.4756,0.4613,-1.8413,832057.4933,31.2186,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1828,NA,9.0354,6.9533,1.5938,4.0390,20.8158,NA,0.1784,9.3563,7.7625,1.5938,5.9385,5.8630,5.5537,0.3093,0.4799,832064.9265,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.1885,NA,5.6686,6.9998,1.4843,4.0299,22.1470,NA,0.1877,5.5591,4.0748,1.4843,2.4452,5.6595,5.1965,0.4630,2.3565,832074.2828,26.1730,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.195,NA,6.4523,6.9108,1.6980,4.1349,22.6055,NA,0.1933,6.6660,4.9680,1.6980,2.8105,6.2924,5.9236,0.3688,-1.3517,832079.8419,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.2005,NA,5.5186,7.0076,1.1419,6.3254,NA,NA,0.2,4.9625,3.8206,1.1419,2.4369,7.7091,7.1849,0.5242,NA,NA,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.2057,NA,5.2401,0.0000,1.2295,5.9534,5.9534,NA,0.2049,5.3277,4.0982,1.2295,5.1835,4.8681,4.8482,0.0199,-1844674407370937.5000,832091.4704,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.2116,NA,5.9035,19.8470,1.4013,6.0153,19.8969,NA,0.2103,6.0753,4.6740,1.4013,4.7239,5.9654,5.9399,0.0255,-14.5193,832096.7981,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.217,NA,5.3527,6.9610,1.4405,5.0868,21.5052,NA,0.2163,5.3919,3.9514,1.4405,4.6140,4.4242,4.4064,0.0178,-0.8857,832102.8734,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.2226,NA,5.6290,6.8328,1.7138,4.5980,22.7090,NA,0.2217,5.9023,4.1885,1.7138,3.9584,4.8281,4.7013,0.1268,-1.4409,832108.2653,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.2291,NA,6.4687,6.8260,1.4346,4.3499,23.0663,NA,0.2276,6.1895,4.7549,1.4346,2.8842,6.2206,5.5854,0.6352,-0.9237,832114.1676,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.235,NA,5.8990,7.2361,2.0447,7.0571,24.4034,NA,0.2338,6.5091,4.4644,2.0447,2.9153,8.6062,7.3998,1.2064,-1.0466,832120.3571,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.2423,NA,7.2988,6.8728,1.5351,6.4611,23.9774,NA,0.2403,6.7892,5.2541,1.5351,5.0124,6.7028,6.6937,0.0091,-0.3637,832126.8662,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.2494,NA,7.0981,6.8879,1.2211,5.3671,NA,NA,0.2471,6.7841,5.5630,1.2211,5.3711,5.5590,5.5414,0.0176,NA,NA,NA,NA,NA,52.9550,NA,1620.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2488836096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.2556,NA,6.2346,0.0000,1.3875,4.3157,4.3157,NA,0.2539,6.4010,5.0135,1.3875,4.7996,4.5296,4.5089,0.0207,-1844674407370935.2500,832140.4395,NA,NA,NA,53.5070,NA,1635.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2493009920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.2617,NA,6.1069,20.1596,1.4509,4.6438,18.3684,NA,0.2603,6.1703,4.7194,1.4509,2.9282,6.4350,5.9878,0.4472,-13.7586,832146.8405,NA,NA,NA,53.5070,NA,1635.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2493009920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.2669,NA,5.1878,6.9300,1.4553,4.2190,20.1106,NA,0.2665,5.1922,3.7369,1.4553,3.1929,4.7630,4.5598,0.2032,-0.7597,832153.0108,NA,NA,NA,53.5070,NA,1635.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2493009920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
r5apex_dx12.exe,18660,0x1F741139B80,DXGI,0,512,1,Hardware: Independent Flip,Application,0.273,NA,6.1088,6.9787,1.8453,4.6411,20.9805,NA,0.2717,6.4988,4.6535,1.8453,2.7637,6.5309,5.8025,0.7284,-1.7865,832158.2030,NA,NA,NA,53.5070,NA,1635.0000,86.0000,88.0000,NA,17.0000,NA,NA,6120.9840,NA,NA,6442450944,2493009920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5077,NA,NA,2410.1218
